"","datasongsmetadata.artist_name","datasongsmetadata$song_id","datasongsmetadata$title","datasongsanalysis$track_id"
"6260","Aeoliah","SOBKJPO12AC3DFA006","We Are One Light","TRATOZH12903CFA6DC"
"6261","Mikey Dread","SOIHEVW12A8C13D051","Pound a Weed","TRATOCH128F4285825"
"6262","Lole y Manuel","SOHHZTL12A8C1363B4","Tango de la Flor (Album Version)","TRATOQR128F426BAEE"
"6263","Ben Sidran","SOMASOQ12AB018ACC8","Everybody's boppin'","TRATOVV128F93448E7"
"6264","Bonita & Jerry Cormier","SOCHEWB12AC4685ED1","Sans ton amour","TRATOAL12903CE90D3"
"6265","Mando Diao","SOCVJVC12A67FFB40C","Popovic","TRATOHC128EF3460DA"
"6266","James Blackwood with The Light Crust Doughboys","SOHWHDA12AC3DF5493","This World Is Not My Home","TRATOKV12903CDDF0F"
"6267","Alphonse Mouzon","SOUBKZQ12AB0188926","The Ram And The Scorpio","TRATOQD128F9336A53"
"6268","Junior Reid","SOQTEHM12A8C1388E6","Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)","TRATOMT128F4285D7C"
"6269","Louis Prima And Keely Smith","SOIDUUW12A8C13DF25","I've Got You Under My Skin","TRATONC128F4299381"
"6270","Dilated Peoples Featuring Capleton","SOLXXRJ12A6D4F7260","Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton)","TRATMBK128F146BB52"
"6271","Walter Ego","SOMNYPH12AB017F456","Purple Pygmies","TRATMYK12903CD4305"
"6272","Anthony Blea Y Su Charanga","SODEFJQ12AB0185C52","Tumba Randy","TRATMRD12903CBA632"
"6273","Mohammad Nouri","SOOGZTT12AB018A256","Nastaran","TRATMNB128F93520D4"
"6274","Java","SOJSKKY12A8C134B10","Cendrier","TRATMAL128F427EC8D"
"6275","Tayfun","SOBUVHE12A8C1408D0","Gözlerinde Hüzün","TRATMYL128F428FC64"
"6276","CMW - Compton's Most Wanted","SOASQPW12AB01888D6","This Is A Gang","TRATMXT12903CC1153"
"6277","R. Carlos Nakai","SOWIBYR12AB017EB19","Voyagers - Improvisation 12","TRATMOS128F9318337"
"6278","Walter Jackson","SOYWKEZ12AB0185F3B","Its Cool","TRATMFC12903CC8D96"
"6279","Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini","SOAWJZF12A6D4F7DE1","La Traviata - highlights (1990 Digital Remaster): Ah_ non più (Alfredo/Violetta)","TRATMXM128F1457ACB"
"6280","Elizete Cardoso","SOYFAOH12AB017D723","Chega De Sausade","TRATMOT128F93256B3"
"6281","Patsy Cline","SOFODDW12AB0182616","Stop The World And Let Me Off","TRATMDD12903D11C7A"
"6282","Joanna Connor","SOSRWME12A6D4FB7DE","Playing In The Dirt","TRATMBF128F421B3E7"
"6283","Saga","SOHYCFT12AB0189B7F","Thank You","TRATMES12903CC0E94"
"6284","Jamie Richards","SOAMOSF12A8C13DCBC","Any Way You Want Me To","TRATMAW128F427F988"
"6285","Why?","SOREBOF12A8C13E102","You'll Know Where Your Plane Is... (Part 4)","TRATRPJ128F4291CA2"
"6286","Steve Chou","SONLMRH12AAF3B282D","Pi Jiu Pao Pao (Beer Bubbles)","TRATRPK128F932D69F"
"6287","Righteous Brothers","SOBATVY12A8C134A4C","Little Latin Lupe Lu","TRATRMT128F4249901"
"6288","Daddy Yankee","SONRULN12A8C1404A0","Baila Girl_ Todo Hombre Llorando Por Ti","TRATRJV128F428D077"
"6289","The Cortinas","SOQFMFP12AB0188BFD","Youth Club Dance (Demo)","TRATRGQ12903CB8465"
"6290","Vangelis","SODLTPJ12A67ADB230","El Greco: Movement III","TRATRER128EF3441CE"
"6291","Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine","SONPHXB12A6D4FA61B","Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster)","TRATRDP128F4261581"
"6292","Rodney O & Joe Cooley","SOBKWON12A58291C7D","Party","TRATRJL12903CAF484"
"6293","Kane","SOGCGAW12A8C13BF27","Rain Down On Me","TRATRMZ128F42A9AAC"
"6294","Blingtones","SOVJWQQ12AC468CF19","Stinky Breath","TRATRPT12903CE84EF"
"6295","Erik Tronic","SODBRHC12A8C141562","Kyotronics","TRATYIA128F92DECEA"
"6296","Marlene Dietrich","SOBOUQL12AB0181364","When Love Dies","TRATYVV128F931CF6E"
"6297","Montserrat Caballé","SOFWNNU12A8C13BCB3","The Phantom Of The Opera/Wishing You Were Somehow Here Again","TRATYNL128F429D572"
"6298","Beenie Man","SOJGADT12A81C22EAB","Politrix","TRATYYP128F9335EE9"
"6299","Nestor Torres","SOYBZCP12AB018042D","Peace With Myself","TRATYQP12903CF5881"
"6300","Fred Merpol","SOKSIJS12AC468CB3B","Y'a d'l'abus","TRATYIC12903CF15E6"
"6301","Kenny Rogers","SOGHNAC12CF5663C17","Where Does Rosie Go?","TRATYCL12903CECAAC"
"6302","Hecklah & Coch","SOABUIH12A6D4F8DB3","Ihr hated nur (P-Dog Remix)","TRATYGE128F149D0B1"
"6303","Roberto Perera","SOCWFBD12AB018BB72","A Puro Dolor","TRATYKD12903CF5C27"
"6304","Koordinate Of Wonders","SOZSFWO12A58A79215","Castle of KoFW","TRATYLP12903CC7EA4"
"6305","Bombay Rockers","SOUAMVI12A58A7A7D7","Rock Tha Party","TRATYJI128F4255D27"
"6306","The Bug Featuring Spaceape","SOAEEXM12A8C13D6E3","Fuckaz","TRATYGR128F427D08C"
"6307","Mongo Santamaria","SOBAJTX12A8C13175F","Soca Mi Nice","TRATYZP128F4236CBD"
"6308","Ray Barretto","SOZNQQQ12AF72ABF9F","Vine Pa'echar Candela","TRATYPJ128F42669D5"
"6309","Marco Polo","SOUOIBI12AC3DFB10A","Shitzzo","TRATAMG12903CE335E"
"6310","Seventh Star","SOMNBNO12A8C1430D2","I Versus I","TRATAGC12903CDCE67"
"6311","Brian Keane","SOEMTZO12A8151DD78","Dark Flashes","TRATAQD128F421F867"
"6312","Incubus","SORABBL12A58A7C15E","A Crow Left Of The Murder","TRATAGT128F42807AF"
"6313","Little Junior Parker","SOMQNVZ12AC468A9AD","Please Baby Blues","TRATAEF12903CFF444"
"6314","Robin Fox","SOPMIMB12A8C13C87E","Wonderland","TRATAWT128F426B753"
"6315","Dishwalla","SOKBEGN12A8C142678","Moisture","TRATAIB128F92E81CB"
"6316","Laurie Berkner","SOKJDLN12AB01826D9","Ice Cream Cone","TRATARQ128F932BD75"
"6317","Naseebo Lal","SOLYPRP12AB017D90F","Ek Pardesi Di ","TRATAQT128F9300166"
"6318","Mariano Yanani","SOAFNMG12A8C136D00","I Still Haven't Found What I'm Looking For","TRATAQC128F4269549"
"6319","Beenie Man","SOHGXBL12AB0183D01","Stack and Pile","TRATAMJ12903CA7BA9"
"6320","Cybertribe","SOOMYIJ12A8C133601","Cry Of The Earth","TRATAFP128F423F8DD"
"6321","Adam Ant","SONCWFW12A8AE4702B","Goody Two Shoes","TRATAZV128F425A410"
"6322","John Brown","SOXNPFT12AB01859DA","She's On That Revivalism","TRATBRK12903CAF9AF"
"6323","Happy Mondays","SOYFDYC12A6D4F921D","Olive Oil","TRATBGP128F1482545"
"6324","Blue Rodeo","SOLWZMY12AB0182AAD","Million Miles","TRATBRJ12903D06127"
"6325","Hadag Nahash","SOHNBQM12A8C13FC8E","Aff E'chad (Nobody) (Live)","TRATBWU128F92CC612"
"6326","Janet Paschal","SOEVMQS12A6D4F9A77","He'll Deliver Me","TRATBNY128F1485A4A"
"6327","Sergio Mendes","SOHUMGO12A58A7C8F5","Don't Go Breaking My Heart (LP Version)","TRATBQM128F146DD5B"
"6328","Daddy Yankee","SOKTJKI12A8C143254","Llamado De Emergencia","TRATBNG128F92CADA8"
"6329","Trivium","SOVLVKM12AF72A05AC","Into The Mouth Of Hell We March [Explicit]","TRATBYD128F92CE21A"
"6330","Weezer","SOIOAIN12A58A7A9A5","I Don't Want To Let You Go","TRATBVA128F9312ACC"
"6331","Lords Of The Underground","SOTLZBK12A6D4F7E63","Check It (Explicit)","TRATBXO128F1466466"
"6332","Marilyn Horne","SONGUIH12A6D4F9274","Agrippina : Act 3 ""Bel piacere è godere fido amor!"" [Poppea]","TRATBMN12903CC4BAE"
"6333","Rusted Shut","SOOXMZO12A58A7D62F","Borin Fuckin Town","TRATBFX128F4221186"
"6334","John Mayer","SOECLAD12AAF3B120A","St. Patrick's Day","TRATBLI128F92F78F8"
"6335","Bad Brains","SOPNTAR12A6D4F7B7D","At The Movies (1991 Digital Remaster)","TRATBWX128F427D343"
"6336","Statues","SOORKFA12AB01838BF","Telecommunication","TRATBAU128F92FB282"
"6337","Pascal Sangla","SOGRYWN12AB018C335","Assis par terre","TRATBMJ12903CB2D45"
"6338","Ghorwane","SOASPIG12A6D4F7422","Nudez","TRATNJH128F1452449"
"6339","Francis Dunnery","SOOETML12A6D4F7704","The Possibilities of Loving You","TRATNUJ128F1451E0C"
"6340","Deep Forest","SOAPTVO12A8C133113","Green And Blue","TRATNNX128F426AA41"
"6341","Carl Smith","SOEBJPB12AB0188164","Hey Joe","TRATNHC12903CFA949"
"6342","Sandy Lam","SOEPVDO12A8AE48BF4","Ai Ji Mei Gui 1000 Da","TRATNIZ128F42414D2"
"6343","Herb Alpert And The Tijuana Brass","SOMILKP12A8C1443E9","Lazy Day","TRATNKU128F92F60C1"
"6344","Jay Randall","SOCFAPK12AB018A10D","Mathilda","TRATNDJ128F9359840"
"6345","Obie Bermudez","SOHHASC12A8C139D11","Antes (Salsa Version)","TRATNYK128F428F2D9"
"6346","Audio Adrenaline","SOJJVKE12A8C139252","My God  (Audio Adrenaline Album Version)","TRATNMX128F427C2FC"
"6347","Gregory Isaacs","SOEYLSW12A8C131366","Down the Line","TRATSSL128F92F67BD"
"6348","Happy Mondays","SOCVXPM12AB0184AC4","Hallelujah [Club Mix - Remastered version]","TRATSYG12903CC4483"
"6349","Bonita & Jerry Cormier","SOYDJRJ12AC4685EDB","La maison ou j'ai grandi","TRATSUF12903CE90D5"
"6350","Sunnyland Slim","SOHDSGQ12A8C141B05","Tired Of You Clowning","TRATSVH128F428A9BA"
"6351","Sara Melson","SOHMJUP12AC4687BA0","Anywhere Anytime","TRATSXR12903CE858B"
"6352","Sam Fan Thomas","SOLTWNN12A8C13FE24","African Typic Collection","TRATSNE128F427EDB6"
"6353","Eddy Arnold","SODHAHY12A58A8024A","I´m Throwing Rice","TRATFNU128F42466AF"
"6354","Negura Bunget","SOZLDWX12AB0181A32","Plecaciunea mortii","TRATFBG128F9352D17"
"6355","Herbert  von Karajan","SOJBWKS12A8C135255","Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky)","TRATFJI128F4252046"
"6356","Busdriver","SODPYOG12A8C136332","Ellen Disingenuous","TRATFFT128F4248FA9"
"6357","Bobbie Gentry","SOLKVTJ12A6D4FC610","Ace Insurance Man","TRATFEN128F14A3A6E"
"6358","Gisselle","SOSPGMD12AB0180C42","Me Decidi","TRATFXS128F93283D1"
"6359","Buddy Miles","SOUTDGY12A8C13F17A","Don't Keep Me Wondering","TRATFDV128F42B62F7"
"6360","Brenda Lee","SOASRSU12AC960D99A","Ballin' the Jack","TRATFFU12903CFA9D6"
"6361","DJ Harry","SOIYUEY12AB0184151","'Round the Wheel","TRATFYD12903CAE45A"
"6362","The Sun Harbor's Chorus-Documentary Recordings","SOCRJDR12A8C139007","The Air Force song : Evening colors sequence","TRATDKN128F4281092"
"6363","Lily Allen","SOXQPRR12AB018091F","22 (Acoustic)","TRATDLH128F93384B0"
"6364","Juan Carmona","SOOIXVH12AC3DF9B00","Nino ven pa'ca","TRATDYC12903CE48BD"
"6365","Eminem","SOODOVP12A6701E939","The Way I Am","TRATDKN128E078EDB3"
"6366","Café Quijano","SORVFBF12A8AE488AE","En Algún Rincón","TRATDIZ128F4242796"
"6367","Los Auténticos Decadentes","SOFSQER12AB0187CE5","El Gran Señor","TRATDDM128F93417AF"
"6368","Roy Buchanan","SOHMODT12A8C13735C","Hey Joe","TRATDTH128F4263AAD"
"6369","Madonna","SOQLCJK12AB018DB42","Revolver [Tracy Young's Shoot To Kill Remix]","TRATDSO12903CDC007"
"6370","Kent","SOXWQWO12A8C13BF20","Vad två öron klarar","TRATDDF128F4294E6A"
"6371","Swim","SODCRRC12A8C139A9F","Fungus","TRATEWX128F427CCC1"
"6372","Art Ensemble Of Chicago","SORAHIC12AB0185506","Sirius Calling","TRATESS128F934DA9F"
"6373","Ray Price","SORTYWG12A8C1444E7","Make The World Go Away","TRATESL128F92F12DF"
"6374","Maurice Chevalier / Françoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys","SOEBDOL12AB0189C81","Dialogue et final si j'avais su","TRATESI128F932F694"
"6375","Mayday","SOAQGHA12AB0186D60","Nüt isch für immer","TRATEGE12903CA0ADD"
"6376","Sun Yan-Zi","SOKPWFH12A6702056E","Abscondence","TRATEMP128E0788535"
"6377","Charles Williams","SOEZMVS12AB018D338","They Ride By Night","TRATEMM12903CCA8E0"
"6378","Alejandro Lerner","SOAAAQN12AB01856D3","Campeones De La Vida","TRATLOJ128F9308ABB"
"6379","Toots Thielemans","SOUROWU12A6D4F8EA6","Five For Ellis","TRATLLL128F149DBEB"
"6380","Stevie Ray Vaughan And Double Trouble","SOJRGVK12CF5CFC527","Cold Shot","TRATLTV128F92FC979"
"6381","Marc Perrone","SOMNZVI12AB0186A1B","Padam padam","TRATLMG12903CDD094"
"6382","Claudio","SOUIQBJ12AAFF43EE6","Simple Lullaby (Do Maj)","TRATLXA128F93079AF"
"6383","Clarisse Lavanant","SORHNZF12AB0182AD4","Electron libre","TRATLDL128F930735D"
"6384","Big Dee Irwin","SOAHDOA12A6D4FA830","Swinging On A Star","TRATPJK12903CBF745"
"6385","Babe Ruth","SODHRKU12A8C139009","A Fistful Of Dollars (1994 Digital Remaster)","TRATPUS128F4271260"
"6386","Charley Patton","SOIZKIF12A8C136F40","Circle Round The Moon","TRATPRU128F426E8AC"
"6387","Samba Trio","SOXAHRF12AB0186610","Essa Marie","TRATPXY128F934FE34"
"6388","M.A. Numminen","SOCCBQJ12A6D4F9F65","LAIVAMATKA WC:SSÄ","TRATPGP128F14700F8"
"6389","Gold City","SOMODRR12A8C13EAF6","Mighty Army Band","TRATPHN128F4271011"
"6390","Ice Cube Featuring Flavor Flav","SOGFLWF12A6D4F64AC","I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav)","TRATPCS128F146224A"
"6391","VHS Or Beta","SOCNTQV12A6D4F4ADD","You Got Me (The Juan Maclean Dub)","TRATPKE128F1467FE7"
"6392","The Equals","SOXXVLE12AB01879AA","Michael & His Slipper Tree '93","TRATPDA12903CB2D90"
"6393","King Curtis","SOLHKJN12A8C13DEED","Ode To Billie Joe  (Live @ Fillmore West)","TRATPBM128F429EF3F"
"6394","Brazilian Tropical Orchestra","SOEKKDI12A8C13E268","Swan Lake","TRATPFO128F42A3A47"
"6395","Carl Smith","SOOIZML12AB0186743","Hey Joe","TRATPRE128F931B12E"
"6396","Ken Yokoyama","SOBXOVB12AC3DF5AA3","I'm Not Afraid When I'm With You","TRATPGR12903CEDED4"
"6397","Tammy Pescatelli","SOUCIGT12AC468E1D7","Playboy Foundation","TRATPYS12903D079D7"
"6398","Planxty","SOHRUYI12A8C134C4D","Follow Me Up To Carlow","TRATPZY128F930CFD0"
"6399","Karen Peck & New River","SOMTOKI12A8C13AE40","Behind The Line Of Grace","TRATWHT128F4259F82"
"6400","Vince Taylor","SOJVHBP12AB01877F3","Sweet Little Sixteen","TRATWFN128F932CEF6"
"6401","Kostis Maraveyas","SOGMBVZ12A8C139077","Love Alone","TRATWLW128F4283E6E"
"6402","Jimmy Witherspoon","SODPLCX12A8C13A2F8","Rain Keeps Falling Down","TRATWHC128F42644DA"
"6403","Elva Hsiao","SOVGYMU12A8C135147","Lonley","TRATWUA128F425764B"
"6404","Carolyn Arends","SOELUFA12AB01805B5","Happy","TRATWUD128F9309671"
"6405","The Refreshments","SORVGNO12AB01842EB","Midnight","TRATWFZ128F931D72F"
"6406","Adolph Hofner","SOMIWET12A8C13EDBD","We Played A Game","TRATWTC128F4291AB3"
"6407","Israel & Moises","SOSLLDN12AB018CA89","El Amor De Mi Vida","TRATWUQ12903CBB990"
"6408","Word","SOYIFLO12AB01877B3","Il rosso","TRATWTI128F933B617"
"6409","María","SOVQPYC12A8C13B13C","Cuenta Conmigo","TRATWQQ128F426F1EC"
"6410","The Dillinger Escape Plan","SOYCOEX12AB018B5DF","Parasitic Twins","TRATWYC12903CE60D6"
"6411","Ray Barretto","SOMWIUL12A8C13C06F","Dame Tu Carino","TRATWGI128F42669C8"
"6412","Paulo Flores","SOZRYQY12AB0188BE0","Poema do semba","TRATZDT12903CAECE5"
"6413","Devo","SOACUIU12A6D4F715B","Going Under","TRATZQS128F1467D4B"
"6414","John Williams","SOHMAOS12A8C134A75","Everything I Do from Robin Hood","TRATZLF128F4273C2B"
"6415","Aesop Rock","SOWPPKS12AB018E2F5","Train Buffer","TRATZPD12903CC99FB"
"6416","Greater Vision","SOBJZRJ12A8C13EB0C","Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra)","TRATZNW128F427101D"
"6417","Rakim","SOKUTVW12A6310D81B","Skit","TRATZRV128F42B3F1B"
"6418","Leroy Hutson","SODKDRR12AB0186636","Never Know What You Can Do (Give It A Try) - Original","TRATZBC128F933A552"
"6419","Styles P & The Evil Genius DJ Green Lantern","SOJHOTE12AB018B253","Shadows","TRATZXK12903CD8CFB"
"6420","William Coulter","SOGWDQX12AB0185701","Shrivasta","TRATGQQ128F9314185"
"6421","Paul Carrack","SOLTMLK12AB018A1CB","Dedicated","TRATGOC12903CC5BE2"
"6422","The Refreshments","SOCFXKC12A8C13E150","Three Little Words","TRATGVD128F42A8331"
"6423","The Irish Rovers","SOLQBAW12AB0184198","The Deep Blue Sea","TRATGQP128F93306B0"
"6424","Johnny Horton","SOMNRTW12AB0185CDE","Old Gobbler the Hound Dog","TRATGXT12903CFAA32"
"6425","Tyrone Taylor","SOYQIME12AB017F31F","Got To Make Me Love You","TRATGQE128F93060E3"
"6426","Mira","SONWOUM12AB018555E","In Pursuit of the Implicate Order of Cultural Chaos","TRATGDZ128F9314B6C"
"6427","At The Gates","SOJEQCC12A6D4F7B01","City Of Screaming Statues","TRATGRG128F145310B"
"6428","Elvenking","SOCDDCO12A6D4FBCF4","Pathfinders","TRATGQO128F421B850"
"6429","Weedeater","SOQBOUQ12A8C1372F4","Monkey Junction","TRATGDS128F426A2E8"
"6430","Mel Blanc","SOFTRVP12AAF3B23A3","I Love Me (I'm Wild About Myself) (2005 Digital Remaster)","TRATGIQ128F92D7F5F"
"6431","Special Duties","SOBACBP12AB0188B9F","Punk Rocker '97","TRATGUX12903CBA6AC"
"6432","MC Sadri","SOJPDXW12A8C135D6A","Strassenkrieg","TRATGAS128F425B7F0"
"6433","Neil Diamond","SOZVNIV12A8C133A48","Hey Louise","TRATGTP128F427021D"
"6434","Foals","SOMGPML12A8C13AE8C","Red Socks Pugie","TRATTGW128F427A82D"
"6435","Capleton","SOPBSOW12AB01851A8","Bumbo Red","TRATTTA128F9306B7F"
"6436","Faith Hill","SOUCHOR12A58A81155","I Want You (Album Version)","TRATTNI128E0799697"
"6437","Michael Jackson","SOBFLPE12A6D4F8687","Ain't No Sunshine","TRATTMT128F149167B"
"6438","The London Theatre Orchestra","SOCQBIM12A8C14419E","War Of The Worlds","TRATTMO128F92D07B1"
"6439","Memphis Jug Band","SOQHIVE12A8C143339","Going Back To Memphis","TRATTRX128F92E764F"
"6440","Yahir","SOIBGHG12A6D4F7514","No Te Apartes De Mi","TRATTAF128F147CA09"
"6441","John Brown","SOBFTYI12AB01849FC","Sarah Palin {I Wanna Lay Pipe} [Remix]","TRATTRI12903CAF946"
"6442","Vince Guaraldi","SOLJYHM12AB0186497","Corcovado","TRATTGP128F932854B"
"6443","Ramesses","SOBFRQQ12AB018D108","Unholy Outburst #3","TRATKHE12903CE1216"
"6444","Big John Greer","SORUTNO12A8C13D2F5","Big John's A-Blowin'","TRATKOV128F4278128"
"6445","Trentemoller","SOHOSEI12AB018998F","In Progress (Original Mix)","TRATKNE128F9354E8D"
"6446","John Doan","SOFOGUH12A8C1449BD","In John Fahey There Is No East or West (feat. John Doan)","TRATKKL128F92F8C35"
"6447","Lorna","SOQQDOT12A8C13BB64","Papi Chulo (Extended Mix)","TRATKTL128F428C94C"
"6448","Dusminguet","SOSNTPX12A8C137371","Disco Jonki","TRATKZR128F426B930"
"6449","Mary Black","SOHCZTI12A8C139141","Say A Little Prayer","TRATKAA128F426E8A0"
"6450","The Keys","SOZSHWZ12A8C1452B5","From Tense To Loose To Slack","TRATKXV128F92D0480"
"6451","Maroon 5","SOOXLKF12A6D4F594A","Harder To Breathe","TRATKVY128EF35F97A"
"6452","Sammi Cheng","SOBRVUL12A6D4F9903","Nu Ren Ben Se","TRATKMG128F1483CA2"
"6453","Johnny Otis Show","SOBWEEH12A58A7D3EC","You Better Look Out","TRATKIX12903D02EB1"
"6454","Daryl Coley","SOWKQWU12A6D4F8937","He That Dwelleth (Psalm 91) (In My Dreams Album Version)","TRATKGB128F146AB26"
"6455","Charanga de la 4","SOFAOVT12AC468AC11","Clavelitos","TRATKAG12903D0E953"
"6456","Tech N9ne","SOQJLFV12AB01897C7","Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.","TRATKVK128F93668B8"
"6457","Junior Reid","SOGTMTG12A8C130480","Mr Big Man","TRATQRH12903CE2B65"
"6458","Pink Floyd","SOWPTXM12AF729D122","Matilda Mother (Stereo) (2007 Remaster)","TRATQWS128F931E5EA"
"6459","Edmundo Ros","SOEGRMM12AB01856CB","The Wedding Samba","TRATQTC128F9358C8B"
"6460","Michael Jackson","SOLXSAG12AB01874BD","Morning Glow","TRATQSL128F932E2ED"
"6461","Pheeroan Aklaff","SOPNXEF12AB018C59D","Hispaniola A","TRATQNV12903CD6111"
"6462","Pennywise","SOQZOZZ12A6D4F8134","Lies","TRATQDK128F1489B3E"
"6463","The Sterns","SOKLAAC12AB01890F7","Supreme Girl","TRATQUI128F9347C68"
"6464","Amy Winehouse","SOVKRNJ12CF5F876BB","In My Bed","TRATQHP128F421CDBA"
"6465","John Williams","SOCBEID12A58A79E49","The Imperial March from The Empire Strikes Back","TRATQQQ128F93084BE"
"6466","Edgar De L'est","SOBLADF12AB01860F5","Slavinka","TRATQWZ128F93133F8"
"6467","Cirrus","SOCVTWK12AB0187F54","Boomerang (Reprise)","TRATQII12903CC785F"
"6468","Ayo","SOJKKDN12A8AE47D54","Down On My Knees","TRATQQC128F423851A"
"6469","The Motors","SOVHCNH12AB0180DD6","You Beat The Hell Outta Me","TRATUSS128F92FD5AA"
"6470","Jean Carnigan","SOVAHWF12A81C23457","Irish Medley - Jigs","TRATUIK128F4225A26"
"6471","The Gaskets","SOWDITP12A58A777CF","Deportees","TRATUIA128F932CEC5"
"6472","Leroy Hutson","SOYGYUY12AB0184DDC","It's Different - Original","TRATUQG128F933A574"
"6473","Gertrudis","SOYXJBB12AB017D968","Oye","TRATUUD128F9307F90"
"6474","Mush","SOTDTZN12AB018B3F6","Test 72","TRATUFP12903CA5C1A"
"6475","James Taylor Quartet","SOINAZQ12A8C142AF5","Cleo's Mood","TRATUBW128F92F3866"
"6476","Mariano Yanani","SODOYEJ12A8C136B43","Why Should I Cry For You","TRATUJR128F42693E6"
"6477","Between The Buried And Me","SOMPGSD12A58A7F840","Kickstart My Heart (Album Version)","TRATUQR128F422F34D"
"6478","The Knux","SOGPESA12AB0180D65","Bang! Bang!","TRATUPO128F9305A5C"
"6479","Loop Guru","SOVYUWD12A5891E85F","Climax","TRATVFX128F92F8B79"
"6480","Inoki","SOLLVWH12A6D4FAA5A","Parola di faliero","TRATVAI128F42281FE"
"6481","Liquid Gang","SOYQDMK12A58A799E3","I Applaud You  (LP Version)","TRATVRH12903C9EE09"
"6482","Didier François","SOOJJYM12A8C144778","Dans cette nuit j'ai envie de me perdre","TRATVMP128F92E6ACE"
"6483","Alan Feinberg","SOZMHGF12AB017E01C","Menuet in the Name of Haydn","TRATVGT128F9310C89"
"6484","Checkers","SOUBTXD12A8C141B4E","Can't Find My Sadie","TRATVSQ128F92E368F"
"6485","Los Nakos","SOCYRFO12AB018367B","Las Hermanas Granaditas","TRATVGW128F934F185"
"6486","Murskahumppa","SOWIMLB12AC468D1F3","Mikä mun päässä nykii","TRATVHH12903D02556"
"6487","Fran Perea","SOGKRNP12A81C20860","No me imagino","TRAKCHU128F4234E44"
"6488","Santana","SOKTRGB12CF533CFBD","Acapulco Sunrise","TRAKCML128F4246E27"
"6489","Fania All Stars","SOLPWYZ12A8C1335B0","Donde","TRAKCWC128F4271E34"
"6490","Elephant Man","SOWBVJL12A8AE4720C","Bruk Out and Wine","TRAKCAT128F4238DC6"
"6491","Maria Muldaur","SOEIYJP12A8C143639","It Ain't The Meat It's The Motion (LP Version)","TRAKCJK128F92FE943"
"6492","Otis Spann","SOEWHWK12A8C14264E","Must Have Been The Devil","TRAKCXY128F92D6D9E"
"6493","Dorothy Norwood","SOYFZYP12A8C1367D5","Packing Up","TRAKCRM128F42542F3"
"6494","Cinder","SOJZZVE12A58A7999D","Mirror (Album)","TRAKCUU128F1489FAD"
"6495","Jean Segurel","SOEFQLO12A8C1362CE","Viens Danser Jeannette","TRAKCGP128F427CAF4"
"6496","Johannes Linstead","SOAVMSM12AB017CC5C","Guayabera","TRAKCPH128F930F9CD"
"6497","Claude François","SOCGAOT12A8C138D1C","Le chanteur malheureux","TRAKCAE128F92DACD8"
"6498","Tracy Byrd","SOMSXGC12A6D4F962D","Walkin' In","TRAKCFG128F149D9B7"
"6499","The Cate Brothers","SOFTSMC12AB017C6BD","Let It Be","TRAKCCA128F92F4EDC"
"6500","Mustafa Sandal","SOEVJRN12A8C135403","Iki Tas Corba","TRAKCNI128F427BA71"
"6501","Bob Marley & The Wailers","SOKSUYL12A6D4F8B74","Cry On (Acoustic Demo)","TRAKCAC128F146E773"
"6502","The Doors","SOUAGDY12A6D4F63CF","Strange Days ( LP Version )","TRAKJOW128F1489DE4"
"6503","Fergie","SOIJEWM12A67ADA08D","London Bridge","TRAKJNX128F92CF428"
"6504","Sean Callery","SOOBSJA12AAA8C7724","Jack and Benton","TRAKJAE128F92DCC67"
"6505","Bob Azzam","SOOACXX12AB017C8E6","Guarda Che Luna","TRAKJZM12903CDCF1E"
"6506","Erick Sermon","SOXNSSY12A6D4F9728","Safe Sex","TRAKJTB128F148C560"
"6507","Jesus Otero - Luny Tunes","SONBXKE12A81C209B1","Nivel De Mafia","TRAKJDO128F4222AED"
"6508","Gran Coquivacoa","SOQKZSN12A58A7BB72","Hechizo","TRAKJIN128F92D964B"
"6509","Scott Glasgow","SOLGYJO12A6BD55664","Space Station Liberty","TRAKJZU128EF34BE38"
"6510","40 Grit","SOHZWRJ12A8C14081B","A Part Of Me","TRAKJYQ128F934B22E"
"6511","Finest Dearest","SOFNOOH12A8C13FD69","Naming Ceremony","TRAKILX128F42892BF"
"6512","Johnny Otis","SOLCIRZ12AB0182DA4","Lovers Lane Boogie","TRAKILC128F933EC35"
