"artistMbid"	"tagname"	"tagcount"
a45a6bca-9329-4116-a7f8-0a273031c6b4	"rnb"	13
a45a6bca-9329-4116-a7f8-0a273031c6b4	"reggae"	13
a45a6bca-9329-4116-a7f8-0a273031c6b4	"4:ska-antmel"	6
a45a6bca-9329-4116-a7f8-0a273031c6b4	"thats my shizznit"	6
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"eurodance"	100
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"dance"	90
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"swedish"	69
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"pop"	40
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"90s"	40
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"comedy"	14
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"funny"	11
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"dr bombay"	11
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"lol"	11
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"bubblegum dance"	9
feaf53d6-8b7b-4e13-8be1-fd5bdf6a9d15	"humour"	9
c872f796-1497-49d2-8c29-852baa3ede69	"christian"	100
c872f796-1497-49d2-8c29-852baa3ede69	"rock"	58
c872f796-1497-49d2-8c29-852baa3ede69	"shoegaze"	41
c872f796-1497-49d2-8c29-852baa3ede69	"pop"	33
c872f796-1497-49d2-8c29-852baa3ede69	"surf rock"	25
c872f796-1497-49d2-8c29-852baa3ede69	"alternative"	25
c872f796-1497-49d2-8c29-852baa3ede69	"christian rock"	25
c872f796-1497-49d2-8c29-852baa3ede69	"cadet"	25
c872f796-1497-49d2-8c29-852baa3ede69	"Philadelphia"	25
c872f796-1497-49d2-8c29-852baa3ede69	"easy listening rock etc"	8
c872f796-1497-49d2-8c29-852baa3ede69	"Cross Rhythms"	8
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"oldies"	100
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"60s"	77
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"pop"	75
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"doo wop"	65
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"50s"	38
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"american"	19
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"male vocalists"	12
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"rock"	11
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"sunshine pop"	9
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"THE TOKENS"	9
7f64a5ed-b0d6-4686-9567-6ccf0915c06d	"classic rock"	6
86119d30-d930-4e65-a97a-e31e22388166	"chinese"	100
86119d30-d930-4e65-a97a-e31e22388166	"Hong Kong"	92
86119d30-d930-4e65-a97a-e31e22388166	"pop"	79
86119d30-d930-4e65-a97a-e31e22388166	"cantonese"	52
86119d30-d930-4e65-a97a-e31e22388166	"C-pop"	43
86119d30-d930-4e65-a97a-e31e22388166	"Eason Chan"	15
86119d30-d930-4e65-a97a-e31e22388166	"cantopop"	13
86119d30-d930-4e65-a97a-e31e22388166	"cpop"	12
86119d30-d930-4e65-a97a-e31e22388166	"eason"	11
86119d30-d930-4e65-a97a-e31e22388166	"male vocalists"	10
86119d30-d930-4e65-a97a-e31e22388166	"HK"	7
20883363-1ea4-4d72-ad72-c0e767038f3e	"Progressive rock"	100
20883363-1ea4-4d72-ad72-c0e767038f3e	"experimental"	63
20883363-1ea4-4d72-ad72-c0e767038f3e	"rock"	35
20883363-1ea4-4d72-ad72-c0e767038f3e	"alternative"	32
20883363-1ea4-4d72-ad72-c0e767038f3e	"Progressive"	27
20883363-1ea4-4d72-ad72-c0e767038f3e	"alternative rock"	14
20883363-1ea4-4d72-ad72-c0e767038f3e	"psychedelic"	12
20883363-1ea4-4d72-ad72-c0e767038f3e	"indie"	11
20883363-1ea4-4d72-ad72-c0e767038f3e	"Experimental Rock"	6
20883363-1ea4-4d72-ad72-c0e767038f3e	"Psychedelic Rock"	6
20883363-1ea4-4d72-ad72-c0e767038f3e	"art rock"	4
a49961e2-70c5-454b-835b-7819bfa7c091	"screamo"	100
a49961e2-70c5-454b-835b-7819bfa7c091	"hardcore"	41
a49961e2-70c5-454b-835b-7819bfa7c091	"real screamo"	33
a49961e2-70c5-454b-835b-7819bfa7c091	"bulgarian"	20
a49961e2-70c5-454b-835b-7819bfa7c091	"canada"	20
a49961e2-70c5-454b-835b-7819bfa7c091	"punk"	16
a49961e2-70c5-454b-835b-7819bfa7c091	"skramz"	16
a49961e2-70c5-454b-835b-7819bfa7c091	"female vocalists"	16
a49961e2-70c5-454b-835b-7819bfa7c091	"Canadian"	12
a49961e2-70c5-454b-835b-7819bfa7c091	"pop"	12
a49961e2-70c5-454b-835b-7819bfa7c091	"kurva"	8
4db48def-33c9-4b60-998c-f625c086938a	"creole"	100
4db48def-33c9-4b60-998c-f625c086938a	"blues"	80
4db48def-33c9-4b60-998c-f625c086938a	"male vocalists"	60
4db48def-33c9-4b60-998c-f625c086938a	"accordion"	60
4db48def-33c9-4b60-998c-f625c086938a	"cajun"	40
4db48def-33c9-4b60-998c-f625c086938a	"accordion-friendly"	20
4db48def-33c9-4b60-998c-f625c086938a	"accordion friendly"	20
4db48def-33c9-4b60-998c-f625c086938a	"accordian friendly"	20
4db48def-33c9-4b60-998c-f625c086938a	"accordian-friendly"	20
4db48def-33c9-4b60-998c-f625c086938a	"squeezeboxable"	20
4db48def-33c9-4b60-998c-f625c086938a	"under 2000 listeners"	20
d920b15b-4e26-4cfa-b053-24c6129a5c41	"pop"	100
d920b15b-4e26-4cfa-b053-24c6129a5c41	"spanish"	100
d920b15b-4e26-4cfa-b053-24c6129a5c41	"spain"	71
d920b15b-4e26-4cfa-b053-24c6129a5c41	"pop rock"	57
d920b15b-4e26-4cfa-b053-24c6129a5c41	"All"	57
d920b15b-4e26-4cfa-b053-24c6129a5c41	"rock"	42
d920b15b-4e26-4cfa-b053-24c6129a5c41	"spanish pop"	42
d920b15b-4e26-4cfa-b053-24c6129a5c41	"david summers"	28
d920b15b-4e26-4cfa-b053-24c6129a5c41	"00s"	28
d920b15b-4e26-4cfa-b053-24c6129a5c41	"Spanish Music"	14
d920b15b-4e26-4cfa-b053-24c6129a5c41	"espaol"	14
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"christian"	100
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"contemporary christian"	56
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"christian rock"	41
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"pop"	29
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"power electronics"	28
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"worship"	25
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"noise"	23
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"FFH"	14
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"christian pop"	8
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"industrial"	6
652ce480-5f04-4601-9e2d-9b41b42a5ce6	"pop rock"	4
c685765c-b778-4ed6-9035-8f7088431765	"country"	100
c685765c-b778-4ed6-9035-8f7088431765	"outlaw country"	38
c685765c-b778-4ed6-9035-8f7088431765	"folk"	23
c685765c-b778-4ed6-9035-8f7088431765	"Traditional Country"	20
c685765c-b778-4ed6-9035-8f7088431765	"Johnny Cash"	9
c685765c-b778-4ed6-9035-8f7088431765	"classic country"	6
c685765c-b778-4ed6-9035-8f7088431765	"Willie Nelson"	6
c685765c-b778-4ed6-9035-8f7088431765	"The Highwaymen"	5
c685765c-b778-4ed6-9035-8f7088431765	"Supergroup"	5
c685765c-b778-4ed6-9035-8f7088431765	"cash"	4
c685765c-b778-4ed6-9035-8f7088431765	"super group"	4
fd09d776-ddfd-4558-afe7-814420d704ed	"Avant-Garde"	100
fd09d776-ddfd-4558-afe7-814420d704ed	"contemporary classical"	94
fd09d776-ddfd-4558-afe7-814420d704ed	"experimental"	82
fd09d776-ddfd-4558-afe7-814420d704ed	"electronic"	59
fd09d776-ddfd-4558-afe7-814420d704ed	"musique concrete"	50
fd09d776-ddfd-4558-afe7-814420d704ed	"Classical"	20
fd09d776-ddfd-4558-afe7-814420d704ed	"german"	14
fd09d776-ddfd-4558-afe7-814420d704ed	"musicologist"	10
fd09d776-ddfd-4558-afe7-814420d704ed	"serialism"	9
fd09d776-ddfd-4558-afe7-814420d704ed	"avantgarde"	9
fd09d776-ddfd-4558-afe7-814420d704ed	"musique concrte"	9
79bd0f86-95f0-4e2b-806f-7d78640cf683	"blues"	100
79bd0f86-95f0-4e2b-806f-7d78640cf683	"funk"	47
79bd0f86-95f0-4e2b-806f-7d78640cf683	"soul"	33
79bd0f86-95f0-4e2b-806f-7d78640cf683	"singer-songwriter"	28
79bd0f86-95f0-4e2b-806f-7d78640cf683	"rhythm and blues"	23
79bd0f86-95f0-4e2b-806f-7d78640cf683	"rock"	16
79bd0f86-95f0-4e2b-806f-7d78640cf683	"Brown Bread"	14
79bd0f86-95f0-4e2b-806f-7d78640cf683	"american"	11
79bd0f86-95f0-4e2b-806f-7d78640cf683	"spotify"	11
79bd0f86-95f0-4e2b-806f-7d78640cf683	"male vocalists"	9
79bd0f86-95f0-4e2b-806f-7d78640cf683	"experimental"	7
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"contemporary christian"	100
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"female vocalists"	80
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"praise and worship"	60
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"pop"	40
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"christian pop"	40
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"christian camel toe"	20
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"jesus had a penis"	20
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"jihad islam"	20
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"under 2000 listeners"	20
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"Cheri Keaggy"	20
56b9d4e0-6319-4baa-a027-a7c65aeb3dab	"Female Christian Gospel Pop"	20
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"Hip-Hop"	100
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"rap"	98
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"hip hop"	42
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"east coast rap"	40
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"Cassidy"	25
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"East Coast"	16
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"Philadelphia"	9
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"hiphop"	7
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"Philly"	6
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"Pennsylvania"	6
f7ebe5e2-c9fb-4959-a9b3-b09921168d50	"rnb"	6
3a063ab2-2dd5-4c4e-97f1-86b6f48efdf1	"under 2000 listeners"	100
3a063ab2-2dd5-4c4e-97f1-86b6f48efdf1	"alternative"	50
3a063ab2-2dd5-4c4e-97f1-86b6f48efdf1	"new age"	50
3a063ab2-2dd5-4c4e-97f1-86b6f48efdf1	"Neo-Pagan"	50
ac00aa43-3fb1-44c1-953e-62d01858168b	"Rock Argentino"	100
ac00aa43-3fb1-44c1-953e-62d01858168b	"rock"	76
ac00aa43-3fb1-44c1-953e-62d01858168b	"argentina"	61
ac00aa43-3fb1-44c1-953e-62d01858168b	"rock argento"	30
ac00aa43-3fb1-44c1-953e-62d01858168b	"Rock en Espanol"	21
ac00aa43-3fb1-44c1-953e-62d01858168b	"alternative rock"	19
ac00aa43-3fb1-44c1-953e-62d01858168b	"Rock Latino"	13
ac00aa43-3fb1-44c1-953e-62d01858168b	"rock en espaol"	9
ac00aa43-3fb1-44c1-953e-62d01858168b	"alternative"	8
ac00aa43-3fb1-44c1-953e-62d01858168b	"catupecu"	7
ac00aa43-3fb1-44c1-953e-62d01858168b	"latin"	7
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"blues"	100
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"singer-songwriter"	57
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"country"	53
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"New Orleans"	32
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"Soundtrack"	25
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"country-blues"	14
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"Alt-country"	10
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"folk"	10
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"guitar"	7
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"Bobby Long"	7
f2ab6fbd-e2d6-4f14-bc02-5dca733b2ed8	"acoustic blues"	7
42793b22-a0e8-4d84-9151-016339cf1654	"electronic"	100
42793b22-a0e8-4d84-9151-016339cf1654	"idm"	90
42793b22-a0e8-4d84-9151-016339cf1654	"swiss"	63
42793b22-a0e8-4d84-9151-016339cf1654	"experimental"	63
42793b22-a0e8-4d84-9151-016339cf1654	"pop"	54
42793b22-a0e8-4d84-9151-016339cf1654	"bunnys things"	18
42793b22-a0e8-4d84-9151-016339cf1654	"hip hop"	9
42793b22-a0e8-4d84-9151-016339cf1654	"To and Fro"	9
42793b22-a0e8-4d84-9151-016339cf1654	"homegrown electro"	9
42793b22-a0e8-4d84-9151-016339cf1654	"pixies palace"	9
42793b22-a0e8-4d84-9151-016339cf1654	"Creaked records"	9
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"salsa"	100
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"latin"	90
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"african"	70
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"africa"	60
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"world"	50
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"congo"	50
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"World Music"	30
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"favoriten"	10
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"male vocalist"	10
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"cladonio discoveries"	10
96f6ba7b-3bc2-4eb2-bd1c-a599f57aac47	"Congolese"	10
371795db-f780-4380-affd-92e0a0bf7ef5	"ambient"	100
371795db-f780-4380-affd-92e0a0bf7ef5	"downtempo"	72
371795db-f780-4380-affd-92e0a0bf7ef5	"dub"	64
371795db-f780-4380-affd-92e0a0bf7ef5	"psychill"	63
371795db-f780-4380-affd-92e0a0bf7ef5	"chillout"	59
371795db-f780-4380-affd-92e0a0bf7ef5	"electronic"	21
371795db-f780-4380-affd-92e0a0bf7ef5	"psydub"	15
371795db-f780-4380-affd-92e0a0bf7ef5	"electronica"	6
371795db-f780-4380-affd-92e0a0bf7ef5	"downbeat"	5
371795db-f780-4380-affd-92e0a0bf7ef5	"psychedelic"	5
371795db-f780-4380-affd-92e0a0bf7ef5	"psybient"	5
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"funk"	100
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"soul"	77
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"latin"	65
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"jazz"	49
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"boogaloo"	44
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"latin soul"	14
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"All"	13
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"latin jazz"	6
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"70s"	4
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"salsa"	4
de7d54d7-0fce-4fb9-84f0-6fee794335d2	"joe bataan"	4
c8f8f706-2176-4fde-9f50-4e243dd096c8	"classic rock"	100
c8f8f706-2176-4fde-9f50-4e243dd096c8	"Progressive rock"	94
c8f8f706-2176-4fde-9f50-4e243dd096c8	"Psychedelic Rock"	80
c8f8f706-2176-4fde-9f50-4e243dd096c8	"60s"	46
c8f8f706-2176-4fde-9f50-4e243dd096c8	"rock"	41
c8f8f706-2176-4fde-9f50-4e243dd096c8	"psychedelic"	19
c8f8f706-2176-4fde-9f50-4e243dd096c8	"blues rock"	16
c8f8f706-2176-4fde-9f50-4e243dd096c8	"hard rock"	12
c8f8f706-2176-4fde-9f50-4e243dd096c8	"british"	9
c8f8f706-2176-4fde-9f50-4e243dd096c8	"spooky tooth"	6
c8f8f706-2176-4fde-9f50-4e243dd096c8	"70s"	5
1d13f774-b0cd-4879-9960-33b597c77672	"country"	100
1d13f774-b0cd-4879-9960-33b597c77672	"modern country"	6
1d13f774-b0cd-4879-9960-33b597c77672	"mark wills"	6
1d13f774-b0cd-4879-9960-33b597c77672	"male country"	4
1d13f774-b0cd-4879-9960-33b597c77672	"male vocalists"	2
1d13f774-b0cd-4879-9960-33b597c77672	"My Country"	0
1d13f774-b0cd-4879-9960-33b597c77672	"bluegrass"	0
1d13f774-b0cd-4879-9960-33b597c77672	"Tennessee"	0
1d13f774-b0cd-4879-9960-33b597c77672	"american"	0
1d13f774-b0cd-4879-9960-33b597c77672	"country pop"	0
1d13f774-b0cd-4879-9960-33b597c77672	"All"	0
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"punk"	100
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"punk rock"	61
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"Punk Metal"	36
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"hard rock"	34
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"female vocalists"	32
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"heavy metal"	20
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"metal"	12
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"american"	8
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"Shock Rock"	7
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"hardcore punk"	5
3fec8b00-4142-4129-96f5-1c9bf65e8e8f	"80s"	5
d1dce444-b829-422d-87aa-4ccb983d58b3	"reggae"	100
d1dce444-b829-422d-87aa-4ccb983d58b3	"roots"	100
d1dce444-b829-422d-87aa-4ccb983d58b3	"Rasta"	100
d1dce444-b829-422d-87aa-4ccb983d58b3	"roots reggae"	100
d1dce444-b829-422d-87aa-4ccb983d58b3	"under 2000 listeners"	100
810af667-6a1f-40df-87a9-27f726cba4f3	"blues"	100
810af667-6a1f-40df-87a9-27f726cba4f3	"blues rock"	71
810af667-6a1f-40df-87a9-27f726cba4f3	"swamp rock"	38
810af667-6a1f-40df-87a9-27f726cba4f3	"rock"	25
810af667-6a1f-40df-87a9-27f726cba4f3	"swamp"	16
810af667-6a1f-40df-87a9-27f726cba4f3	"classic rock"	12
810af667-6a1f-40df-87a9-27f726cba4f3	"singer-songwriter"	9
810af667-6a1f-40df-87a9-27f726cba4f3	"Southern Rock"	7
810af667-6a1f-40df-87a9-27f726cba4f3	"american"	7
810af667-6a1f-40df-87a9-27f726cba4f3	"swamp blues"	4
810af667-6a1f-40df-87a9-27f726cba4f3	"Tony Joe White"	4
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"samba"	100
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"brazil"	100
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"electronic"	80
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"nu jazz"	80
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"Latin-jazz"	46
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"brazilian"	33
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"lounge"	26
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"funk"	26
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"brasil"	26
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"Bossa Nova"	13
d1440efb-87fb-486e-bfed-d667c9f3e4ef	"mpb"	13
200e28b9-9600-45b0-a05f-c9ec93340601	"post-punk"	100
200e28b9-9600-45b0-a05f-c9ec93340601	"deathrock"	71
200e28b9-9600-45b0-a05f-c9ec93340601	"no wave"	57
200e28b9-9600-45b0-a05f-c9ec93340601	"no-wave"	28
200e28b9-9600-45b0-a05f-c9ec93340601	"hungry eye"	28
200e28b9-9600-45b0-a05f-c9ec93340601	"noise"	14
200e28b9-9600-45b0-a05f-c9ec93340601	"minimal"	14
200e28b9-9600-45b0-a05f-c9ec93340601	"gothcore"	14
200e28b9-9600-45b0-a05f-c9ec93340601	"the vanishing"	14
200e28b9-9600-45b0-a05f-c9ec93340601	"noisy post-punk"	14
200e28b9-9600-45b0-a05f-c9ec93340601	"under 2000 listeners"	14
867ae21b-cb83-4ec4-ba26-0837a48e84db	"noise rock"	100
867ae21b-cb83-4ec4-ba26-0837a48e84db	"noise"	50
867ae21b-cb83-4ec4-ba26-0837a48e84db	"experimental"	50
867ae21b-cb83-4ec4-ba26-0837a48e84db	"industrial rock"	33
867ae21b-cb83-4ec4-ba26-0837a48e84db	"USA"	33
867ae21b-cb83-4ec4-ba26-0837a48e84db	"Post punk"	33
867ae21b-cb83-4ec4-ba26-0837a48e84db	"post-punk"	33
867ae21b-cb83-4ec4-ba26-0837a48e84db	"no wave"	16
867ae21b-cb83-4ec4-ba26-0837a48e84db	"brazilian"	16
867ae21b-cb83-4ec4-ba26-0837a48e84db	"crazy"	16
867ae21b-cb83-4ec4-ba26-0837a48e84db	"Schlager"	16
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"Hip-Hop"	100
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"rap"	87
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"urban"	62
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"new york"	50
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"femc"	37
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"female rapper"	25
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"i got that"	12
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"amil"	12
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"female mc"	12
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"where are they now"	12
1de1b55f-59ff-4132-8b2b-3416fbf3f879	"gregorian chant"	12
31384604-0190-4398-93de-d3dedf79c878	"hard rock"	100
31384604-0190-4398-93de-d3dedf79c878	"alternative metal"	80
31384604-0190-4398-93de-d3dedf79c878	"rock"	60
31384604-0190-4398-93de-d3dedf79c878	"alternative rock"	60
31384604-0190-4398-93de-d3dedf79c878	"metal"	40
31384604-0190-4398-93de-d3dedf79c878	"heavy metal"	20
31384604-0190-4398-93de-d3dedf79c878	"Nu-metal"	20
31384604-0190-4398-93de-d3dedf79c878	"industrial rock"	20
31384604-0190-4398-93de-d3dedf79c878	"Discoverockult"	20
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"electronic"	100
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"chillout"	76
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"House"	68
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"french"	66
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"electronica"	44
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"downtempo"	30
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"lounge"	26
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"electro"	16
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"france"	9
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"dance"	8
ee1a6d4a-b1ff-46a8-acf2-af575424bda5	"french house"	6
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"indie"	100
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"indie pop"	50
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"indie rock"	50
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"All"	50
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"OAK"	25
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"spotify"	12
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"to be further explored"	12
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"recs from friends"	12
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"5432fun"	12
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"eu gosto dessas"	12
bcf9e560-e155-4bbf-a929-bb6a55f7e386	"in a daze"	12
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"dance"	100
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"House"	98
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"electronic"	84
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"trance"	51
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"techno"	30
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"club"	18
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"electronica"	7
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"german"	7
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"vocal trance"	6
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"electro"	5
2fd7e5d6-fe15-480e-9f10-6c48f297af23	"electro house"	5
ba0d6274-db14-4ef5-b28d-657ebde1a396	"alternative rock"	100
ba0d6274-db14-4ef5-b28d-657ebde1a396	"alternative"	87
ba0d6274-db14-4ef5-b28d-657ebde1a396	"rock"	87
ba0d6274-db14-4ef5-b28d-657ebde1a396	"Grunge"	67
ba0d6274-db14-4ef5-b28d-657ebde1a396	"90s"	41
ba0d6274-db14-4ef5-b28d-657ebde1a396	"indie"	15
ba0d6274-db14-4ef5-b28d-657ebde1a396	"indie rock"	11
ba0d6274-db14-4ef5-b28d-657ebde1a396	"american"	7
ba0d6274-db14-4ef5-b28d-657ebde1a396	"Smashing Pumpkins"	5
ba0d6274-db14-4ef5-b28d-657ebde1a396	"hard rock"	4
ba0d6274-db14-4ef5-b28d-657ebde1a396	"Progressive rock"	3
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"Southern Gospel"	100
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"Gaither Vocal Band"	70
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"christian"	66
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"gospel"	43
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"quartet"	36
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"Gaither"	16
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"gospel male vocalists"	10
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"contemporary christian"	10
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"Gaither Band"	10
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"male vocalists"	10
ad8648f9-95ca-4fc1-bc19-9cee86e468d3	"Gaither trio"	6
7a00735d-15eb-4a6d-aefe-7005aa28fd5d	"african"	100
7a00735d-15eb-4a6d-aefe-7005aa28fd5d	"congo"	92
7a00735d-15eb-4a6d-aefe-7005aa28fd5d	"rumba"	82
7a00735d-15eb-4a6d-aefe-7005aa28fd5d	"africa"	75
7a00735d-15eb-4a6d-aefe-7005aa28fd5d	"soukous"	50
